Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Player Link_,Player ID_,Competition
1868,Bobby Reid,JAM,FW,Fulham,eng Premier League,30-340,1993,9.4,1.60,1.06,0.32,1.06,0.21,0.32,0.85,37.5,0.53,1.38,0.21,1.17,0.32,1.91,0.96,0.00,https://fbref.com/en/players/0f7533cd/Bobby-Reid,0f7533cd,Big 5 combined
1869,Tijjani Reijnders,NED,MF,Milan,it Serie A,25-163,1998,17.9,1.34,0.67,0.39,0.84,0.11,0.56,1.12,50.0,0.56,0.78,0.17,0.61,0.45,1.79,1.01,0.00,https://fbref.com/en/players/afb61630/Tijjani-Reijnders,afb61630,Big 5 combined
1870,Reinier,BRA,"MF,FW",Frosinone,it Serie A,21-354,2002,6.3,1.90,0.95,0.32,1.27,0.32,0.48,1.27,37.5,0.79,1.59,0.32,1.27,0.63,2.54,0.48,0.00,https://fbref.com/en/players/6b21b7b5/Reinier,6b21b7b5,Big 5 combined
1871,Rocco Reitz,GER,MF,M'Gladbach,de Bundesliga,21-224,2002,12.3,2.28,1.46,0.89,1.22,0.16,1.14,2.20,51.9,1.06,2.03,0.73,1.30,1.14,3.41,1.79,0.00,https://fbref.com/en/players/cc971106/Rocco-Reitz,cc971106,Big 5 combined
1872,Álex Remiro,ESP,GK,Real Sociedad,es La Liga,28-290,1995,18.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.11,https://fbref.com/en/players/374ee424/Alex-Remiro,374ee424,Big 5 combined
1873,Guillaume Restes,FRA,GK,Toulouse,fr Ligue 1,18-303,2005,17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.0,0.06,0.00,0.00,0.00,0.00,0.00,0.65,0.06,https://fbref.com/en/players/6b91b999/Guillaume-Restes,6b91b999,Big 5 combined
1874,Mateo Retegui,ITA,FW,Genoa,it Serie A,24-254,1999,9.3,0.75,0.54,0.43,0.22,0.11,0.22,0.65,33.3,0.43,0.32,0.00,0.32,0.00,0.75,0.43,0.00,https://fbref.com/en/players/e7695e6c/Mateo-Retegui,e7695e6c,Big 5 combined
1875,Marco Reus,GER,"MF,FW",Dortmund,de Bundesliga,34-222,1989,9.9,2.02,1.72,0.81,1.01,0.20,0.51,1.11,45.5,0.61,0.91,0.00,0.91,0.40,2.42,1.11,0.00,https://fbref.com/en/players/36a3ff67/Marco-Reus,36a3ff67,Big 5 combined
1876,Elvis Rexhbeçaj,GER,MF,Augsburg,de Bundesliga,26-068,1997,15.3,1.37,0.92,0.39,0.78,0.20,0.85,1.57,54.2,0.72,1.50,0.26,1.24,0.92,2.29,0.78,0.00,https://fbref.com/en/players/1ae836b1/Elvis-Rexhbecaj,1ae836b1,Big 5 combined
1877,Gio Reyna,USA,"MF,FW",Dortmund,de Bundesliga,21-056,2002,2.6,3.46,2.31,1.15,1.54,0.77,0.77,1.92,40.0,1.15,1.92,0.38,1.54,0.77,4.23,1.54,0.00,https://fbref.com/en/players/7fa4e703/Gio-Reyna,7fa4e703,Big 5 combined
1878,Chadi Riad,MAR,DF,Betis,es La Liga,20-205,2003,12.3,1.38,0.81,0.73,0.65,0.00,0.65,1.06,61.5,0.41,0.89,0.41,0.49,0.81,2.20,4.80,0.00,https://fbref.com/en/players/b3b9b8b8/Chadi-Riad,b3b9b8b8,Big 5 combined
1879,Alexsandro Ribeiro,BRA,DF,Lille,fr Ligue 1,24-152,1999,14.4,1.60,1.11,1.25,0.35,0.00,0.76,1.32,57.9,0.56,1.11,0.56,0.56,1.60,3.19,4.93,0.00,https://fbref.com/en/players/102c9665/Alexsandro-Ribeiro,102c9665,Big 5 combined
1880,Samuele Ricci,ITA,MF,Torino,it Serie A,22-140,2001,12.2,1.48,0.74,0.66,0.66,0.16,0.66,1.07,61.5,0.41,0.82,0.08,0.74,0.74,2.21,0.90,0.00,https://fbref.com/en/players/9823be92/Samuele-Ricci,9823be92,Big 5 combined
1881,Declan Rice,ENG,MF,Arsenal,eng Premier League,24-359,1999,19.4,2.16,1.24,1.08,0.88,0.21,0.98,1.70,57.6,0.72,1.19,0.36,0.82,1.55,3.71,1.75,0.00,https://fbref.com/en/players/1c7012b8/Declan-Rice,1c7012b8,Big 5 combined
1882,Chris Richards,USA,"MF,DF",Crystal Palace,eng Premier League,23-286,2000,8.3,2.65,1.45,1.57,0.96,0.12,1.20,1.93,62.5,0.72,1.69,0.72,0.96,1.33,3.98,3.73,0.00,https://fbref.com/en/players/0a3d6d2b/Chris-Richards,0a3d6d2b,Big 5 combined
1883,Amir Richardson,MAR,MF,Reims,fr Ligue 1,21-349,2002,8.8,2.05,1.25,0.80,1.02,0.23,0.57,1.48,38.5,0.91,1.93,0.45,1.48,1.14,3.18,2.27,0.00,https://fbref.com/en/players/2b7cdb79/Amir-Richardson,2b7cdb79,Big 5 combined
1884,Richarlison,BRA,FW,Tottenham,eng Premier League,26-243,1997,10.2,1.08,0.78,0.29,0.49,0.29,0.20,0.59,33.3,0.39,2.16,0.49,1.67,0.69,1.76,1.18,0.00,https://fbref.com/en/players/fa031b34/Richarlison,fa031b34,Big 5 combined
1885,Marco Richter,GER,"MF,FW",Mainz 05,de Bundesliga,26-045,1997,5.8,0.86,0.17,0.34,0.34,0.17,0.17,0.86,20.0,0.69,1.03,0.00,1.03,0.17,1.03,0.17,0.00,https://fbref.com/en/players/f972644c/Marco-Richter,f972644c,Big 5 combined
1886,Diego Rico,ESP,DF,Getafe,es La Liga,30-319,1993,13.8,2.54,1.74,1.30,0.94,0.29,1.67,2.97,56.1,1.30,0.58,0.14,0.43,1.45,3.99,2.54,0.00,https://fbref.com/en/players/d9ba39fc/Diego-Rico,d9ba39fc,Big 5 combined
1887,Clemens Riedel,GER,DF,Darmstadt 98,de Bundesliga,20-173,2003,4.1,2.44,1.46,1.95,0.24,0.24,1.46,2.68,54.5,1.22,1.71,0.49,1.22,1.95,4.39,4.15,0.00,https://fbref.com/en/players/77cfae67/Clemens-Riedel,77cfae67,Big 5 combined
1888,Fabian Rieder,SUI,MF,Rennes,fr Ligue 1,21-326,2002,2.6,1.92,1.54,0.38,1.15,0.38,0.77,1.92,40.0,1.15,0.38,0.38,0.00,0.77,2.69,0.38,0.00,https://fbref.com/en/players/c2bd8585/Fabian-Rieder,c2bd8585,Big 5 combined
1889,Jaïro Riedewald,NED,"MF,FW",Crystal Palace,eng Premier League,27-121,1996,2.0,2.00,0.50,0.00,1.00,1.00,0.50,1.00,50.0,0.50,0.00,0.00,0.00,1.00,3.00,0.00,0.00,https://fbref.com/en/players/7a1f2c08/Jairo-Riedewald,7a1f2c08,Big 5 combined
1890,Manuel Riemann,GER,GK,Bochum,de Bundesliga,35-121,1988,16.0,0.06,0.00,0.06,0.00,0.00,0.06,0.06,100.0,0.00,0.00,0.00,0.00,0.06,0.13,0.69,0.00,https://fbref.com/en/players/9f941969/Manuel-Riemann,9f941969,Big 5 combined
1891,Luis Rioja,ESP,"FW,MF",Alavés,es La Liga,30-084,1993,16.7,1.02,0.84,0.36,0.54,0.12,0.48,1.32,36.4,0.84,0.72,0.00,0.72,0.54,1.56,0.90,0.00,https://fbref.com/en/players/eb3dd471/Luis-Rioja,eb3dd471,Big 5 combined
1892,Rémy Riou,FRA,GK,Lyon,fr Ligue 1,36-155,1987,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.0,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.33,https://fbref.com/en/players/7f41ee30/Remy-Riou,7f41ee30,Big 5 combined
1893,Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,es La Liga,23-281,2000,8.3,1.57,0.84,0.96,0.24,0.36,0.96,2.05,47.1,1.08,0.84,0.00,0.84,0.36,1.93,0.96,0.00,https://fbref.com/en/players/65154df0/Rodrigo-Riquelme,65154df0,Big 5 combined
1894,Mihailo Ristić,SRB,"DF,MF",Celta Vigo,es La Liga,28-069,1995,5.6,1.25,0.89,0.71,0.54,0.00,0.89,0.89,100.0,0.00,1.07,0.18,0.89,0.71,1.96,2.50,0.00,https://fbref.com/en/players/ea0aa7e0/Mihailo-Ristic,ea0aa7e0,Big 5 combined
1895,Matt Ritchie,SCO,FW,Newcastle Utd,eng Premier League,34-120,1989,1.2,2.50,1.67,0.83,1.67,0.00,1.67,2.50,66.7,0.83,0.00,0.00,0.00,0.83,3.33,4.17,0.00,https://fbref.com/en/players/71ef519e/Matt-Ritchie,71ef519e,Big 5 combined
1896,Gorka Rivera Alonso,ESP,DF,Getafe,es La Liga,19-160,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/f1124008/Gorka-Rivera-Alonso,f1124008,Big 5 combined
1897,Sergi Roberto,ESP,"MF,DF",Barcelona,es La Liga,31-335,1992,4.0,1.25,1.00,0.25,1.00,0.00,0.50,1.00,50.0,0.50,0.25,0.25,0.00,0.50,1.75,0.25,0.00,https://fbref.com/en/players/335fa267/Sergi-Roberto,335fa267,Big 5 combined
1898,Lucas Robertone,ARG,MF,Almería,es La Liga,26-296,1997,11.7,2.22,1.28,0.68,1.11,0.43,0.94,2.05,45.8,1.11,1.62,0.51,1.11,2.31,4.53,1.79,0.00,https://fbref.com/en/players/a8981944/Lucas-Robertone,a8981944,Big 5 combined
1899,Connor Roberts,WAL,DF,Burnley,eng Premier League,28-107,1995,8.6,1.40,0.58,0.70,0.47,0.23,0.93,1.98,47.1,1.05,0.93,0.70,0.23,0.47,1.86,2.79,0.23,https://fbref.com/en/players/24fae784/Connor-Roberts,24fae784,Big 5 combined
1900,Andrew Robertson,SCO,DF,Liverpool,eng Premier League,29-303,1994,8.0,1.88,1.38,1.38,0.38,0.13,1.25,2.13,58.8,0.88,0.75,0.38,0.38,1.00,2.88,2.63,0.00,https://fbref.com/en/players/2e4f5f03/Andrew-Robertson,2e4f5f03,Big 5 combined
1901,Antonee Robinson,USA,DF,Fulham,eng Premier League,26-153,1997,18.4,2.88,1.68,1.85,0.71,0.33,1.68,2.99,56.4,1.30,1.47,0.11,1.36,2.83,5.71,2.99,0.11,https://fbref.com/en/players/289601e6/Antonee-Robinson,289601e6,Big 5 combined
1902,Jack Robinson,ENG,DF,Sheffield Utd,eng Premier League,30-129,1993,18.4,1.36,0.82,0.98,0.38,0.00,0.98,1.41,69.2,0.43,1.52,0.92,0.60,0.98,2.34,4.24,0.11,https://fbref.com/en/players/7399c7a8/Jack-Robinson,7399c7a8,Big 5 combined
1903,Marc Roca,ESP,MF,Betis,es La Liga,27-043,1996,15.8,2.09,1.46,0.70,1.14,0.25,1.20,2.22,54.3,1.01,1.27,0.19,1.08,0.89,2.97,0.89,0.06,https://fbref.com/en/players/da27e268/Marc-Roca,da27e268,Big 5 combined
1904,Sebastian Rode,GER,MF,Eint Frankfurt,de Bundesliga,33-089,1990,0.3,10.0,6.67,0.00,6.67,3.33,6.67,10.0,66.7,3.33,0.00,0.00,0.00,3.33,13.3,0.00,0.00,https://fbref.com/en/players/e12b0b5b/Sebastian-Rode,e12b0b5b,Big 5 combined
1905,Rodri,ESP,MF,Manchester City,eng Premier League,27-200,1996,15.1,2.32,1.26,0.86,1.13,0.33,1.13,1.85,60.7,0.73,0.73,0.20,0.53,0.93,3.25,1.19,0.20,https://fbref.com/en/players/6434f10d/Rodri,6434f10d,Big 5 combined
1906,Rodri,ESP,"FW,MF",Betis,es La Liga,23-237,2000,6.8,1.76,1.03,0.44,1.03,0.29,1.03,2.21,46.7,1.18,0.88,0.00,0.88,0.74,2.50,0.15,0.00,https://fbref.com/en/players/85bed4ee/Rodri,85bed4ee,Big 5 combined
1907,Óscar Rodríguez Arnaiz,ESP,"MF,FW",Getafe,es La Liga,25-194,1998,3.5,2.29,1.43,0.29,1.71,0.29,0.57,1.43,40.0,0.86,0.29,0.00,0.29,0.86,3.14,0.29,0.00,https://fbref.com/en/players/19709006/Oscar-Rodriguez-Arnaiz,19709006,Big 5 combined
1908,Dani Rodríguez,ESP,"MF,FW",Mallorca,es La Liga,35-216,1988,15.8,1.71,0.95,0.70,0.70,0.32,0.89,1.65,53.8,0.76,0.95,0.25,0.70,0.44,2.15,0.70,0.00,https://fbref.com/en/players/70f8e0bd/Dani-Rodriguez,70f8e0bd,Big 5 combined
1909,Guido Rodríguez,ARG,MF,Betis,es La Liga,29-271,1994,11.9,1.85,1.01,1.01,0.59,0.25,1.34,2.61,51.6,1.26,1.34,0.25,1.09,1.26,3.11,2.52,0.00,https://fbref.com/en/players/34e393f2/Guido-Rodriguez,34e393f2,Big 5 combined
1910,Jay Rodriguez,ENG,FW,Burnley,eng Premier League,34-163,1989,7.8,1.54,1.03,0.64,0.51,0.38,0.77,1.28,60.0,0.51,1.15,0.13,1.03,0.13,1.67,0.90,0.00,https://fbref.com/en/players/4ab53cdb/Jay-Rodriguez,4ab53cdb,Big 5 combined
1911,Kirian Rodríguez,ESP,MF,Las Palmas,es La Liga,27-309,1996,16.7,1.56,1.14,0.78,0.66,0.12,0.84,2.22,37.8,1.38,1.14,0.18,0.96,0.84,2.40,0.66,0.00,https://fbref.com/en/players/9b130479/Kirian-Rodriguez,9b130479,Big 5 combined
1912,Miguel Rodríguez,ESP,MF,Celta Vigo,es La Liga,20-254,2003,0.8,3.75,1.25,2.50,0.00,1.25,1.25,2.50,50.0,1.25,0.00,0.00,0.00,2.50,6.25,0.00,0.00,https://fbref.com/en/players/958d67bb/Miguel-Rodriguez,958d67bb,Big 5 combined
1913,Ricardo Rodríguez,SUI,DF,Torino,it Serie A,31-136,1992,17.9,1.79,1.12,0.61,1.12,0.06,1.06,1.73,61.3,0.67,0.61,0.22,0.39,0.89,2.68,2.12,0.06,https://fbref.com/en/players/7f78ad23/Ricardo-Rodriguez,7f78ad23,Big 5 combined
1914,Rodrygo,BRA,FW,Real Madrid,es La Liga,22-364,2001,15.6,0.45,0.45,0.13,0.26,0.06,0.13,0.51,25.0,0.38,0.26,0.00,0.26,0.38,0.83,0.06,0.00,https://fbref.com/en/players/8f5e92a6/Rodrygo,8f5e92a6,Big 5 combined
1915,Mads Roerslev,DEN,DF,Brentford,eng Premier League,24-198,1999,8.2,2.32,1.46,1.95,0.37,0.00,1.34,3.17,42.3,1.83,0.49,0.12,0.37,0.98,3.29,3.54,0.00,https://fbref.com/en/players/57c94db2/Mads-Roerslev,57c94db2,Big 5 combined
1916,Rogério,BRA,"DF,MF",Wolfsburg,de Bundesliga,25-360,1998,5.8,0.69,0.34,0.69,0.00,0.00,0.34,0.86,40.0,0.52,1.55,0.52,1.03,0.52,1.21,1.55,0.17,https://fbref.com/en/players/10e7f486/Rogerio,10e7f486,Big 5 combined
1917,Merlin Röhl,GER,"MF,FW",Freiburg,de Bundesliga,21-187,2002,8.5,1.53,0.94,0.82,0.47,0.24,0.35,1.41,25.0,1.06,1.88,0.24,1.65,0.12,1.65,1.76,0.00,https://fbref.com/en/players/1f2c7b55/Merlin-Rohl,1f2c7b55,Big 5 combined
1918,Alessio Romagnoli,ITA,DF,Lazio,it Serie A,28-361,1995,12.0,0.67,0.42,0.17,0.50,0.00,0.33,0.50,66.7,0.17,1.17,0.75,0.42,1.17,1.83,3.92,0.00,https://fbref.com/en/players/3ead85f9/Alessio-Romagnoli,3ead85f9,Big 5 combined
1919,Simone Romagnoli,ITA,DF,Frosinone,it Serie A,33-333,1990,14.4,1.11,0.35,0.63,0.42,0.07,0.49,0.69,70.0,0.21,1.39,0.83,0.56,1.04,2.15,5.76,0.00,https://fbref.com/en/players/09899de8/Simone-Romagnoli,09899de8,Big 5 combined
1920,Carlos Romero,ESP,DF,Villarreal,es La Liga,22-071,2001,2.7,3.70,1.85,2.59,0.37,0.74,2.22,4.07,54.5,1.85,1.11,0.00,1.11,0.37,4.07,3.33,0.00,https://fbref.com/en/players/23cbf863/Carlos-Romero,23cbf863,Big 5 combined
1921,Cristian Romero,ARG,DF,Tottenham,eng Premier League,25-256,1998,13.0,2.46,1.69,1.62,0.77,0.08,1.31,1.62,81.0,0.31,1.54,0.77,0.77,1.31,3.77,4.08,0.00,https://fbref.com/en/players/a3d94a58/Cristian-Romero,a3d94a58,Big 5 combined
1922,Luka Romero,ARG,"FW,MF",Milan,it Serie A,19-051,2004,1.0,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.0,3.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ca6edaa0/Luka-Romero,ca6edaa0,Big 5 combined
1923,Oriol Romeu,ESP,MF,Barcelona,es La Liga,32-106,1991,7.3,2.88,1.64,1.78,0.96,0.14,1.37,2.05,66.7,0.68,1.23,0.27,0.96,0.82,3.70,1.64,0.00,https://fbref.com/en/players/4b511457/Oriol-Romeu,4b511457,Big 5 combined
1924,Valentin Rongier,FRA,MF,Marseille,fr Ligue 1,29-032,1994,9.5,2.42,1.26,0.95,1.26,0.21,1.47,2.74,53.8,1.26,1.68,0.42,1.26,1.58,4.00,1.89,0.00,https://fbref.com/en/players/ed45c4a5/Valentin-Rongier,ed45c4a5,Big 5 combined
1925,Frank Ronstadt,GER,"DF,MF",Darmstadt 98,de Bundesliga,26-171,1997,0.8,1.25,0.00,0.00,1.25,0.00,0.00,1.25,0.0,1.25,1.25,0.00,1.25,1.25,2.50,3.75,0.00,https://fbref.com/en/players/51d29173/Frank-Ronstadt,51d29173,Big 5 combined
1926,Marten de Roon,NED,"MF,DF",Atalanta,it Serie A,32-285,1991,18.0,2.56,1.17,1.22,1.17,0.17,1.17,2.83,41.2,1.67,1.11,0.33,0.78,1.50,4.06,1.94,0.00,https://fbref.com/en/players/2a1beb34/Marten-de-Roon,2a1beb34,Big 5 combined
1927,Unai Ropero,ESP,MF,Alavés,es La Liga,22-049,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7868c973/Unai-Ropero,7868c973,Big 5 combined
1928,Vitor Roque,BRA,FW,Barcelona,es La Liga,18-314,2005,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/cb00f1e6/Vitor-Roque,cb00f1e6,Big 5 combined
1929,Pablo Rosario,NED,"DF,MF",Nice,fr Ligue 1,27-001,1997,10.3,1.46,0.97,0.78,0.58,0.10,0.78,1.17,66.7,0.39,0.78,0.29,0.49,1.07,2.52,1.55,0.00,https://fbref.com/en/players/1a6b7ea4/Pablo-Rosario,1a6b7ea4,Big 5 combined
1930,Joe Rothwell,ENG,MF,Bournemouth,eng Premier League,28-362,1995,4.3,1.63,0.47,0.93,0.47,0.23,0.47,1.86,25.0,1.40,0.93,0.47,0.47,0.70,2.33,0.47,0.00,https://fbref.com/en/players/10a10454/Joe-Rothwell,10a10454,Big 5 combined
1931,Anthony Rouault,FRA,DF,Stuttgart,de Bundesliga,22-224,2001,5.1,2.35,1.57,1.76,0.59,0.00,1.57,1.96,80.0,0.39,1.57,0.78,0.78,0.59,2.94,2.16,0.00,https://fbref.com/en/players/9b545925/Anthony-Rouault,9b545925,Big 5 combined
1932,Jérôme Roussillon,FRA,DF,Union Berlin,de Bundesliga,31-002,1993,5.3,1.51,0.75,0.57,0.57,0.38,0.57,1.13,50.0,0.57,1.51,0.57,0.94,0.75,2.26,2.64,0.00,https://fbref.com/en/players/13203c45/Jerome-Roussillon,13203c45,Big 5 combined
1933,Nicolò Rovella,ITA,MF,Lazio,it Serie A,22-035,2001,10.8,2.59,1.76,1.48,0.83,0.28,0.93,2.31,40.0,1.39,2.13,0.46,1.67,1.48,4.07,1.94,0.00,https://fbref.com/en/players/e58cbfd5/Nicolo-Rovella,e58cbfd5,Big 5 combined
1934,Amir Rrahmani,KVX,DF,Napoli,it Serie A,29-318,1994,13.5,0.96,0.81,0.44,0.52,0.00,0.59,1.26,47.1,0.67,0.96,0.44,0.52,0.81,1.78,2.96,0.00,https://fbref.com/en/players/4b3e1a38/Amir-Rrahmani,4b3e1a38,Big 5 combined
1935,Ruan,BRA,DF,Sassuolo,it Serie A,24-215,1999,9.0,1.22,0.67,0.56,0.44,0.22,0.33,0.67,50.0,0.33,1.00,0.78,0.22,1.56,2.78,4.22,0.11,https://fbref.com/en/players/a378a02a/Ruan,a378a02a,Big 5 combined
1936,Pelly Ruddock Mpanzu,COD,MF,Luton Town,eng Premier League,30-175,1993,8.2,0.98,0.12,0.24,0.73,0.00,0.49,0.98,50.0,0.49,1.10,0.49,0.61,0.73,1.71,1.59,0.12,https://fbref.com/en/players/a9b1c319/Pelly-Ruddock-Mpanzu,a9b1c319,Big 5 combined
1937,Antonio Rüdiger,GER,DF,Real Madrid,es La Liga,30-311,1993,17.5,0.86,0.57,0.63,0.06,0.17,0.63,0.80,78.6,0.17,1.03,0.80,0.23,0.40,1.26,2.97,0.00,https://fbref.com/en/players/18b896d6/Antonio-Rudiger,18b896d6,Big 5 combined
1938,Fabian Rüdlin,GER,MF,Freiburg,de Bundesliga,26-360,1997,0.1,10.0,0.00,0.00,0.00,10.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,https://fbref.com/en/players/96cfb5e2/Fabian-Rudlin,96cfb5e2,Big 5 combined
1939,Daniele Rugani,ITA,DF,Juventus,it Serie A,29-163,1994,6.3,0.48,0.32,0.32,0.16,0.00,0.00,0.16,0.0,0.16,1.11,0.32,0.79,1.11,1.59,4.13,0.00,https://fbref.com/en/players/14b8fcdf/Daniele-Rugani,14b8fcdf,Big 5 combined
1940,Matteo Ruggeri,ITA,"DF,MF",Atalanta,it Serie A,21-181,2002,16.1,0.93,0.43,0.50,0.25,0.19,0.62,1.24,50.0,0.62,1.68,0.12,1.55,0.87,1.80,1.24,0.00,https://fbref.com/en/players/ae9898c5/Matteo-Ruggeri,ae9898c5,Big 5 combined
1941,Mário Rui,POR,DF,Napoli,it Serie A,32-226,1991,6.8,2.06,1.03,1.32,0.15,0.59,1.32,1.91,69.2,0.59,1.18,0.29,0.88,1.18,3.24,1.91,0.00,https://fbref.com/en/players/0b5a292a/Mario-Rui,0b5a292a,Big 5 combined
1942,Aitor Ruibal,ESP,"DF,FW",Betis,es La Liga,27-292,1996,7.2,4.72,2.64,2.92,1.53,0.28,3.33,6.25,53.3,2.92,1.11,0.14,0.97,1.39,6.11,2.64,0.00,https://fbref.com/en/players/a55d8df5/Aitor-Ruibal,a55d8df5,Big 5 combined
1943,Fabián Ruiz Peña,ESP,MF,Paris S-G,fr Ligue 1,27-280,1996,6.7,3.28,1.94,1.64,1.19,0.45,2.24,3.28,68.2,1.04,1.04,0.30,0.75,0.45,3.73,1.19,0.00,https://fbref.com/en/players/c0c7ff58/Fabian-Ruiz-Pena,c0c7ff58,Big 5 combined
1944,Sergio Ruiz,ESP,MF,Granada,es La Liga,29-023,1994,11.7,2.91,1.45,1.37,1.20,0.34,1.37,3.16,43.2,1.79,0.85,0.17,0.68,0.94,3.85,1.62,0.09,https://fbref.com/en/players/1f423a54/Sergio-Ruiz,1f423a54,Big 5 combined
1945,Julian Ryerson,NOR,DF,Dortmund,de Bundesliga,26-052,1997,9.9,2.22,1.52,1.52,0.51,0.20,1.72,2.42,70.8,0.71,1.62,0.20,1.41,0.61,2.83,2.02,0.20,https://fbref.com/en/players/009a4f60/Julian-Ryerson,009a4f60,Big 5 combined
1946,Frederik Rønnow,DEN,GK,Union Berlin,de Bundesliga,31-157,1992,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.07,0.07,0.73,0.07,https://fbref.com/en/players/a70b8345/Frederik-Ronnow,a70b8345,Big 5 combined
1947,José Sá,POR,GK,Wolves,eng Premier League,30-356,1993,17.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.17,0.00,0.17,0.00,0.00,0.52,0.17,https://fbref.com/en/players/903b6e8b/Jose-Sa,903b6e8b,Big 5 combined
1948,Youssouf Sabaly,SEN,DF,Betis,es La Liga,30-309,1993,3.0,2.00,1.00,1.67,0.00,0.33,0.67,1.00,66.7,0.33,1.00,0.33,0.67,1.00,3.00,3.33,0.00,https://fbref.com/en/players/fbbb9269/Youssouf-Sabaly,fbbb9269,Big 5 combined
1949,Emmanuel Sabbi,USA,"MF,FW",Le Havre,fr Ligue 1,26-015,1997,4.7,1.49,0.21,0.64,0.43,0.43,0.85,2.34,36.4,1.49,2.34,0.00,2.34,0.64,2.13,0.43,0.00,https://fbref.com/en/players/2e1b7c83/Emmanuel-Sabbi,2e1b7c83,Big 5 combined
1950,Stefano Sabelli,ITA,DF,Genoa,it Serie A,30-360,1993,15.7,1.91,0.89,1.08,0.76,0.06,0.51,1.40,36.4,0.89,1.27,0.25,1.02,0.83,2.74,1.21,0.00,https://fbref.com/en/players/0ccac09c/Stefano-Sabelli,0ccac09c,Big 5 combined
1951,Marcel Sabitzer,AUT,MF,Dortmund,de Bundesliga,29-297,1994,9.3,1.61,0.97,0.86,0.75,0.00,1.08,2.26,47.6,1.18,1.72,0.65,1.08,0.65,2.26,2.04,0.00,https://fbref.com/en/players/e280527c/Marcel-Sabitzer,e280527c,Big 5 combined
1952,Falaye Sacko,MLI,DF,Montpellier,fr Ligue 1,28-252,1995,13.9,1.94,1.08,0.86,0.72,0.36,1.51,2.30,65.6,0.79,1.29,0.50,0.79,1.51,3.45,2.30,0.00,https://fbref.com/en/players/6388e356/Falaye-Sacko,6388e356,Big 5 combined
1953,Umar Sadiq,NGA,FW,Real Sociedad,es La Liga,26-340,1997,6.9,1.01,0.58,0.14,0.43,0.43,0.29,0.58,50.0,0.29,0.72,0.00,0.72,0.00,1.01,0.87,0.00,https://fbref.com/en/players/686cbe7d/Umar-Sadiq,686cbe7d,Big 5 combined
1954,Alexis Saelemaekers,BEL,FW,Bologna,it Serie A,24-195,1999,9.6,1.56,1.15,0.83,0.52,0.21,0.73,1.56,46.7,0.83,0.63,0.10,0.52,0.42,1.98,0.63,0.10,https://fbref.com/en/players/ee251371/Alexis-Saelemaekers,ee251371,Big 5 combined
1955,Wesley Saïd,FRA,"FW,MF",Lens,fr Ligue 1,28-264,1995,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.0,0.55,0.55,0.00,0.55,0.55,0.55,0.18,0.00,https://fbref.com/en/players/90fcf472/Wesley-Said,90fcf472,Big 5 combined
1956,Théo Sainte-Luce,FRA,DF,Montpellier,fr Ligue 1,25-080,1998,3.5,4.00,1.43,2.57,1.14,0.29,2.57,4.29,60.0,1.71,2.57,1.14,1.43,0.86,4.86,4.00,0.00,https://fbref.com/en/players/93c942fb/Theo-Sainte-Luce,93c942fb,Big 5 combined
1957,Bukayo Saka,ENG,FW,Arsenal,eng Premier League,22-125,2001,18.4,2.12,1.14,0.76,0.65,0.71,0.76,1.74,43.8,0.98,1.68,0.11,1.58,0.38,2.50,0.43,0.05,https://fbref.com/en/players/bc7dc64d/Bukayo-Saka,bc7dc64d,Big 5 combined
1958,Mamadou Sakho,FRA,DF,Montpellier,fr Ligue 1,33-329,1990,0.1,10.0,10.0,10.0,0.00,0.00,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,10.0,10.0,0.00,https://fbref.com/en/players/87935cf3/Mamadou-Sakho,87935cf3,Big 5 combined
