Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Player Link_,Player ID_,Competition
2078,Ole Pohlmann,GER,MF,Dortmund,de Bundesliga,23-025,2001,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/822b83e8/Ole-Pohlmann,822b83e8,Big 5 combined
2079,Matteo Politano,ITA,FW,Napoli,it Serie A,30-271,1993,23.2,5.56,5.55,4.01,0.56,0.26,0.47,0.26,0.00,0.52,0.52,0.34,0.04,0.09,0.00,0.04,0.00,https://fbref.com/en/players/5e861944/Matteo-Politano,5e861944,Big 5 combined
2080,Sebastian Polter,GER,FW,Darmstadt 98,de Bundesliga,33-029,1991,5.0,2.00,2.02,1.40,0.20,0.00,0.20,0.20,0.00,0.40,0.40,0.40,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/3745e8bd/Sebastian-Polter,3745e8bd,Big 5 combined
2081,Julien Ponceau,FRA,MF,Lorient,fr Ligue 1,23-154,2000,22.9,3.23,3.24,2.18,0.31,0.31,0.26,0.13,0.04,0.31,0.31,0.22,0.00,0.00,0.09,0.00,0.00,https://fbref.com/en/players/e546b2e3/Julien-Ponceau,e546b2e3,Big 5 combined
2082,Marin Pongračić,CRO,DF,Lecce,it Serie A,26-232,1997,31.8,0.79,0.79,0.57,0.09,0.03,0.03,0.00,0.06,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2a6cd437/Marin-Pongracic,2a6cd437,Big 5 combined
2083,Nick Pope,ENG,GK,Newcastle Utd,eng Premier League,32-011,1992,13.9,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4b40d9ca/Nick-Pope,4b40d9ca,Big 5 combined
2084,Pedro Porro,ESP,DF,Tottenham,eng Premier League,24-230,1999,29.5,3.12,3.12,1.80,0.92,0.10,0.17,0.14,0.00,0.37,0.37,0.27,0.10,0.00,0.00,0.00,0.00,https://fbref.com/en/players/27d0a506/Pedro-Porro,27d0a506,Big 5 combined
2085,Portu,ESP,FW,Getafe,es La Liga,31-345,1992,1.1,1.82,1.86,0.91,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/1bda5842/Portu,1bda5842,Big 5 combined
2086,Portu,ESP,"MF,FW",Girona,es La Liga,31-345,1992,11.3,1.95,1.95,1.59,0.09,0.18,0.09,0.00,0.00,0.53,0.53,0.44,0.00,0.09,0.00,0.00,0.00,https://fbref.com/en/players/1bda5842/Portu,1bda5842,Big 5 combined
2087,Stefan Posch,AUT,DF,Bologna,it Serie A,26-352,1997,23.8,1.85,1.85,1.51,0.21,0.04,0.08,0.00,0.00,0.17,0.17,0.13,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/7f609bfc/Stefan-Posch,7f609bfc,Big 5 combined
2088,Yussuf Poulsen,DEN,FW,RB Leipzig,de Bundesliga,29-320,1994,12.9,2.79,2.80,1.94,0.00,0.31,0.23,0.31,0.00,0.39,0.39,0.31,0.00,0.08,0.00,0.00,0.00,https://fbref.com/en/players/d2416c2e/Yussuf-Poulsen,d2416c2e,Big 5 combined
2089,José Pozo,ESP,MF,Rayo Vallecano,es La Liga,28-046,1996,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fc8b614b/Jose-Pozo,fc8b614b,Big 5 combined
2090,Alejandro Pozo Pozo,ESP,"DF,MF",Almería,es La Liga,25-068,1999,9.4,2.55,2.56,1.81,0.32,0.11,0.21,0.11,0.00,0.21,0.21,0.00,0.11,0.00,0.11,0.00,0.00,https://fbref.com/en/players/3c16d927/Alejandro-Pozo-Pozo,3c16d927,Big 5 combined
2091,Beñat Prados,ESP,"MF,DF",Athletic Club,es La Liga,23-082,2001,13.0,1.23,1.23,1.15,0.00,0.00,0.08,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/1f60244a/Benat-Prados,1f60244a,Big 5 combined
2092,Matteo Prati,ITA,MF,Cagliari,it Serie A,20-124,2003,18.6,2.15,2.15,1.77,0.11,0.00,0.16,0.05,0.05,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d8363914/Matteo-Prati,d8363914,Big 5 combined
2093,Abdón Prats,ESP,"FW,MF",Mallorca,es La Liga,31-145,1992,11.7,1.79,1.80,1.28,0.09,0.09,0.17,0.09,0.09,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d1b060e2/Abdon-Prats,d1b060e2,Big 5 combined
2094,Sanjin Prcić,BIH,MF,Strasbourg,fr Ligue 1,30-162,1993,1.0,4.00,4.09,4.00,0.00,0.00,0.00,0.00,0.00,1.00,1.02,1.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/51c30111/Sanjin-Prcic,51c30111,Big 5 combined
2095,Grischa Prömel,GER,MF,Hoffenheim,de Bundesliga,29-112,1995,21.1,1.94,1.94,1.52,0.00,0.05,0.14,0.14,0.09,0.38,0.38,0.33,0.00,0.00,0.05,0.00,0.00,https://fbref.com/en/players/924f9191/Grischa-Promel,924f9191,Big 5 combined
2096,Ivan Provedel,ITA,GK,Lazio,it Serie A,30-044,1994,28.0,0.11,0.11,0.07,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/277da414/Ivan-Provedel,277da414,Big 5 combined
2097,Pubill,ESP,DF,Almería,es La Liga,20-315,2003,17.2,1.92,1.92,1.57,0.06,0.06,0.17,0.00,0.06,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/365113c0/Pubill,365113c0,Big 5 combined
2098,Gustavo Puerta,COL,"DF,MF",Leverkusen,de Bundesliga,20-282,2003,0.3,3.33,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2c08cab0/Gustavo-Puerta,2c08cab0,Big 5 combined
2099,Antonio Puertas,ESP,"MF,FW",Granada,es La Liga,32-069,1992,8.1,3.46,3.45,1.85,0.00,0.49,0.37,0.62,0.12,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c77a8043/Antonio-Puertas,c77a8043,Big 5 combined
2100,Arnau Puigmal,ESP,"FW,DF",Almería,es La Liga,23-111,2001,2.8,1.43,1.42,0.71,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/39352da2/Arnau-Puigmal,39352da2,Big 5 combined
2101,Christian Pulisic,USA,FW,Milan,it Serie A,25-225,1998,24.9,2.77,2.77,1.93,0.32,0.20,0.12,0.12,0.08,0.52,0.52,0.40,0.00,0.08,0.00,0.00,0.04,https://fbref.com/en/players/1bf33a9a/Christian-Pulisic,1bf33a9a,Big 5 combined
2102,George Pușcaș,ROU,FW,Genoa,it Serie A,28-022,1996,2.1,2.38,2.37,1.43,0.00,0.48,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c23c8e0d/George-Puscas,c23c8e0d,Big 5 combined
2103,Jarell Quansah,ENG,DF,Liverpool,eng Premier League,21-092,2003,10.2,0.98,0.98,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4125cb98/Jarell-Quansah,4125cb98,Big 5 combined
2104,Domingos Quina,POR,MF,Udinese,it Serie A,24-164,1999,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/41fb0f4e/Domingos-Quina,41fb0f4e,Big 5 combined
2105,Adrien Rabiot,FRA,MF,Juventus,it Serie A,29-027,1995,26.7,2.21,2.21,1.87,0.00,0.07,0.15,0.11,0.00,0.19,0.19,0.15,0.00,0.04,0.00,0.00,0.00,https://fbref.com/en/players/8794e251/Adrien-Rabiot,8794e251,Big 5 combined
2106,Uroš Račić,SRB,MF,Sassuolo,it Serie A,26-044,1998,8.2,1.83,1.83,1.34,0.00,0.00,0.37,0.12,0.00,0.37,0.37,0.24,0.00,0.00,0.12,0.00,0.00,https://fbref.com/en/players/faed84db/Uros-Racic,faed84db,Big 5 combined
2107,Nemanja Radonjić,SRB,"MF,FW",Torino,it Serie A,28-075,1996,4.2,2.14,2.17,1.19,0.00,0.48,0.48,0.00,0.00,0.24,0.24,0.00,0.00,0.24,0.00,0.00,0.00,https://fbref.com/en/players/0630eb63/Nemanja-Radonjic,0630eb63,Big 5 combined
2108,Nemanja Radonjić,SRB,"MF,DF",Mallorca,es La Liga,28-075,1996,2.9,5.17,5.19,2.07,0.34,1.72,1.03,0.00,0.00,0.34,0.35,0.00,0.00,0.34,0.00,0.00,0.00,https://fbref.com/en/players/0630eb63/Nemanja-Radonjic,0630eb63,Big 5 combined
2109,Aleksandar Radovanović,SRB,DF,Almería,es La Liga,30-171,1993,5.5,0.36,0.36,0.18,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/09507ffa/Aleksandar-Radovanovic,09507ffa,Big 5 combined
2110,Ionuț Radu,ROU,GK,Bournemouth,eng Premier League,26-338,1997,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/67f649be/Ionut-Radu,67f649be,Big 5 combined
2111,Boris Radunović,SRB,GK,Cagliari,it Serie A,27-340,1996,7.0,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0dfce079/Boris-Radunovic,0dfce079,Big 5 combined
2112,Hamza Rafia,TUN,MF,Lecce,it Serie A,25-028,1999,12.3,2.28,2.27,1.38,0.16,0.00,0.24,0.24,0.24,0.16,0.16,0.08,0.00,0.00,0.00,0.00,0.08,https://fbref.com/en/players/6b587d3d/Hamza-Rafia,6b587d3d,Big 5 combined
2113,Abdellah Raihani,MAR,FW,Atlético Madrid,es La Liga,20-087,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/16ec501b/Abdellah-Raihani,16ec501b,Big 5 combined
2114,Antonio Raillo,ESP,DF,Mallorca,es La Liga,32-205,1991,19.4,0.72,0.72,0.46,0.00,0.00,0.26,0.00,0.00,0.15,0.15,0.10,0.00,0.00,0.05,0.00,0.00,https://fbref.com/en/players/b857bd29/Antonio-Raillo,b857bd29,Big 5 combined
2115,Luca Raimund,GER,"FW,MF",Stuttgart,de Bundesliga,19-021,2005,0.3,10.0,9.31,3.33,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/df1665d7/Luca-Raimund,df1665d7,Big 5 combined
2116,Predrag Rajković,SRB,GK,Mallorca,es La Liga,28-182,1995,32.0,0.25,0.25,0.16,0.09,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,https://fbref.com/en/players/58ad9383/Predrag-Rajkovic,58ad9383,Big 5 combined
2117,Jesurun Rak Sakyi,ENG,"MF,FW",Crystal Palace,eng Premier League,21-208,2002,1.5,4.00,3.97,2.67,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/45685411/Jesurun-Rak-Sakyi,45685411,Big 5 combined
2118,Ivan Rakitić,CRO,MF,Sevilla,es La Liga,36-051,1988,15.8,5.06,5.05,2.97,1.71,0.06,0.13,0.19,0.00,0.06,0.06,0.00,0.06,0.00,0.00,0.00,0.00,https://fbref.com/en/players/89f951b5/Ivan-Rakitic,89f951b5,Big 5 combined
2119,Ylber Ramadani,ALB,MF,Lecce,it Serie A,28-018,1996,29.3,1.71,1.71,1.30,0.03,0.07,0.20,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ef3c876b/Ylber-Ramadani,ef3c876b,Big 5 combined
2120,Largie Ramazani,BEL,"FW,MF",Almería,es La Liga,23-063,2001,17.3,3.29,3.29,2.08,0.06,0.40,0.40,0.29,0.06,0.58,0.58,0.40,0.00,0.12,0.00,0.06,0.00,https://fbref.com/en/players/cc9256ef/Largie-Ramazani,cc9256ef,Big 5 combined
2121,Benito Ramírez,ESP,"FW,MF",Las Palmas,es La Liga,28-294,1995,2.6,1.92,1.94,1.15,0.00,0.38,0.38,0.00,0.00,0.38,0.39,0.00,0.00,0.00,0.38,0.00,0.00,https://fbref.com/en/players/db714daf/Benito-Ramirez,db714daf,Big 5 combined
2122,Sandro Ramírez,ESP,FW,Las Palmas,es La Liga,28-296,1995,17.0,3.94,3.95,2.24,0.82,0.18,0.35,0.29,0.06,0.29,0.29,0.18,0.06,0.00,0.00,0.06,0.00,https://fbref.com/en/players/833fb62e/Sandro-Ramirez,833fb62e,Big 5 combined
2123,Chris Ramos,ESP,"FW,MF",Cádiz,es La Liga,27-103,1997,25.5,1.25,1.25,0.51,0.00,0.24,0.24,0.24,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.04,0.00,https://fbref.com/en/players/44e07fac/Chris-Ramos,44e07fac,Big 5 combined
2124,Gonçalo Ramos,POR,FW,Paris S-G,fr Ligue 1,22-315,2001,14.2,2.11,2.12,1.34,0.00,0.07,0.21,0.28,0.21,0.35,0.35,0.14,0.00,0.00,0.00,0.21,0.00,https://fbref.com/en/players/f63cda26/Goncalo-Ramos,f63cda26,Big 5 combined
2125,Sergio Ramos,ESP,DF,Sevilla,es La Liga,38-031,1986,23.0,0.78,0.78,0.65,0.00,0.00,0.09,0.04,0.00,0.13,0.13,0.09,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/08511d65/Sergio-Ramos,08511d65,Big 5 combined
2126,Aaron Ramsdale,ENG,GK,Arsenal,eng Premier League,25-352,1998,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale,466fb2c5,Big 5 combined
2127,Aaron Ramsey,ENG,"MF,FW",Burnley,eng Premier League,21-100,2003,5.9,0.85,0.85,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e1618c22/Aaron-Ramsey,e1618c22,Big 5 combined
2128,Jacob Ramsey,ENG,"FW,MF",Aston Villa,eng Premier League,22-338,2001,9.5,3.05,3.06,2.42,0.21,0.11,0.21,0.00,0.11,0.32,0.32,0.21,0.11,0.00,0.00,0.00,0.00,https://fbref.com/en/players/1544f145/Jacob-Ramsey,1544f145,Big 5 combined
2129,Luca Ranieri,ITA,DF,Fiorentina,it Serie A,25-007,1999,19.9,1.11,1.10,0.95,0.05,0.00,0.10,0.00,0.00,0.10,0.10,0.05,0.05,0.00,0.00,0.00,0.00,https://fbref.com/en/players/8c63fae5/Luca-Ranieri,8c63fae5,Big 5 combined
2130,Filippo Ranocchia,ITA,"MF,DF",Empoli,it Serie A,22-352,2001,5.3,1.51,1.51,1.13,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d9ebed1c/Filippo-Ranocchia,d9ebed1c,Big 5 combined
2131,Grant Ranos,ARM,"MF,FW",M'Gladbach,de Bundesliga,20-285,2003,0.5,4.00,3.60,4.00,0.00,0.00,0.00,0.00,0.00,2.00,1.80,2.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0ee6ea6a/Grant-Ranos,0ee6ea6a,Big 5 combined
2132,Raphinha,BRA,"FW,MF",Barcelona,es La Liga,27-138,1996,12.6,6.11,6.13,3.17,1.43,0.40,0.48,0.56,0.08,0.87,0.88,0.63,0.24,0.00,0.00,0.00,0.00,https://fbref.com/en/players/3423f250/Raphinha,3423f250,Big 5 combined
2133,Nicolai Rapp,GER,DF,Werder Bremen,de Bundesliga,27-139,1996,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c8b3a472/Nicolai-Rapp,c8b3a472,Big 5 combined
2134,Elba Rashani,KVX,"MF,FW",Clermont Foot,fr Ligue 1,30-357,1993,11.3,2.21,2.22,1.59,0.00,0.09,0.18,0.27,0.09,0.18,0.18,0.09,0.00,0.00,0.00,0.09,0.00,https://fbref.com/en/players/25749008/Elba-Rashani,25749008,Big 5 combined
2135,Marcus Rashford,ENG,FW,Manchester Utd,eng Premier League,26-182,1997,25.0,3.40,3.40,2.20,0.04,0.64,0.28,0.24,0.00,0.44,0.44,0.36,0.00,0.04,0.00,0.04,0.00,https://fbref.com/en/players/a1d5bd30/Marcus-Rashford,a1d5bd30,Big 5 combined
2136,Giacomo Raspadori,ITA,"FW,MF",Napoli,it Serie A,24-072,2000,16.7,3.89,3.88,2.51,0.54,0.24,0.42,0.12,0.06,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6e058f06/Giacomo-Raspadori,6e058f06,Big 5 combined
2137,Andrei Ratiu,ROU,DF,Rayo Vallecano,es La Liga,25-315,1998,5.7,1.23,1.23,1.05,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b1b99435/Andrei-Ratiu,b1b99435,Big 5 combined
2138,Raúl,ESP,FW,Osasuna,es La Liga,23-179,2000,11.2,1.43,1.42,1.07,0.00,0.00,0.18,0.18,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/18f0a9f0/Raul,18f0a9f0,Big 5 combined
2139,David Raum,GER,DF,RB Leipzig,de Bundesliga,26-008,1998,29.4,3.37,3.36,1.90,1.19,0.20,0.03,0.03,0.00,0.41,0.41,0.14,0.20,0.07,0.00,0.00,0.00,https://fbref.com/en/players/7d450ed3/David-Raum,7d450ed3,Big 5 combined
2140,Federico Ravaglia,ITA,GK,Bologna,it Serie A,24-171,1999,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6662d731/Federico-Ravaglia,6662d731,Big 5 combined
2141,David Raya,ESP,GK,Arsenal,eng Premier League,28-228,1995,29.0,0.14,0.14,0.10,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/98ea5115/David-Raya,98ea5115,Big 5 combined
2142,Tim Ream,USA,DF,Fulham,eng Premier League,36-208,1987,15.7,0.51,0.51,0.45,0.06,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/28b40c9c/Tim-Ream,28b40c9c,Big 5 combined
2143,Abderrahman Rebbach,ALG,"FW,MF",Alavés,es La Liga,25-263,1998,7.7,3.64,3.63,1.82,0.91,0.52,0.26,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9a796115/Abderrahman-Rebbach,9a796115,Big 5 combined
2144,Nathan Redmond,ENG,"FW,MF",Burnley,eng Premier League,30-055,1994,1.6,5.00,5.07,3.75,0.00,0.63,0.00,0.63,0.00,0.63,0.63,0.63,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ab651565/Nathan-Redmond,ab651565,Big 5 combined
2145,Harrison Reed,ENG,MF,Fulham,eng Premier League,29-094,1995,13.9,1.87,1.87,1.73,0.07,0.00,0.00,0.07,0.00,0.22,0.22,0.14,0.07,0.00,0.00,0.00,0.00,https://fbref.com/en/players/803ae100/Harrison-Reed,803ae100,Big 5 combined
2146,Sergio Reguilón,ESP,DF,Manchester Utd,eng Premier League,27-136,1996,4.6,3.26,3.28,2.83,0.22,0.00,0.22,0.00,0.00,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/3353737a/Sergio-Reguilon,3353737a,Big 5 combined
2147,Sergio Reguilón,ESP,DF,Brentford,eng Premier League,27-136,1996,9.6,2.81,2.82,1.77,0.63,0.10,0.21,0.10,0.00,0.63,0.63,0.21,0.21,0.00,0.21,0.00,0.00,https://fbref.com/en/players/3353737a/Sergio-Reguilon,3353737a,Big 5 combined
2148,Bobby Reid,JAM,FW,Fulham,eng Premier League,31-088,1993,15.0,2.20,2.15,1.80,0.00,0.07,0.20,0.00,0.13,0.27,0.26,0.20,0.00,0.00,0.00,0.00,0.07,https://fbref.com/en/players/0f7533cd/Bobby-Reid,0f7533cd,Big 5 combined
2149,Tijjani Reijnders,NED,MF,Milan,it Serie A,25-276,1998,27.3,4.18,4.17,3.19,0.37,0.40,0.15,0.00,0.07,0.59,0.59,0.51,0.00,0.07,0.00,0.00,0.00,https://fbref.com/en/players/afb61630/Tijjani-Reijnders,afb61630,Big 5 combined
2150,Pepe Reina,ESP,GK,Villarreal,es La Liga,41-243,1982,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e358587b/Pepe-Reina,e358587b,Big 5 combined
2151,Reinier,BRA,"MF,FW",Frosinone,it Serie A,22-102,2002,10.9,2.94,2.94,2.66,0.28,0.00,0.00,0.00,0.00,0.46,0.46,0.46,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6b21b7b5/Reinier,6b21b7b5,Big 5 combined
2152,Rocco Reitz,GER,MF,M'Gladbach,de Bundesliga,21-337,2002,20.9,2.73,2.73,1.87,0.00,0.29,0.19,0.19,0.19,0.33,0.34,0.19,0.00,0.10,0.00,0.00,0.05,https://fbref.com/en/players/cc971106/Rocco-Reitz,cc971106,Big 5 combined
2153,Álex Remiro,ESP,GK,Real Sociedad,es La Liga,29-037,1995,31.4,0.06,0.06,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/374ee424/Alex-Remiro,374ee424,Big 5 combined
2154,Guillaume Restes,FRA,GK,Toulouse,fr Ligue 1,19-050,2005,31.0,0.06,0.06,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6b91b999/Guillaume-Restes,6b91b999,Big 5 combined
2155,Mateo Retegui,ITA,FW,Genoa,it Serie A,25-001,1999,20.7,1.26,1.26,0.77,0.00,0.10,0.29,0.10,0.00,0.19,0.19,0.14,0.00,0.05,0.00,0.00,0.00,https://fbref.com/en/players/e7695e6c/Mateo-Retegui,e7695e6c,Big 5 combined
2156,Marco Reus,GER,"MF,FW",Dortmund,de Bundesliga,34-335,1989,15.2,3.49,3.49,2.04,0.39,0.07,0.53,0.33,0.13,0.39,0.40,0.13,0.07,0.00,0.07,0.07,0.07,https://fbref.com/en/players/36a3ff67/Marco-Reus,36a3ff67,Big 5 combined
2157,Elvis Rexhbeçaj,GER,MF,Augsburg,de Bundesliga,26-181,1997,22.1,1.86,1.86,1.40,0.09,0.09,0.14,0.14,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/1ae836b1/Elvis-Rexhbecaj,1ae836b1,Big 5 combined
2158,Gio Reyna,USA,"FW,MF",Nott'ham Forest,eng Premier League,21-169,2002,2.6,4.62,4.60,3.46,0.38,0.38,0.00,0.00,0.38,0.77,0.77,0.38,0.38,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7fa4e703/Gio-Reyna,7fa4e703,Big 5 combined
2159,Gio Reyna,USA,"MF,FW",Dortmund,de Bundesliga,21-169,2002,3.1,8.06,8.04,5.48,0.00,0.65,0.97,0.65,0.32,0.65,0.64,0.65,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7fa4e703/Gio-Reyna,7fa4e703,Big 5 combined
2160,Chadi Riad,MAR,DF,Betis,es La Liga,20-318,2003,20.0,0.45,0.45,0.30,0.05,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b3b9b8b8/Chadi-Riad,b3b9b8b8,Big 5 combined
2161,Alexsandro Ribeiro,BRA,DF,Lille,fr Ligue 1,24-265,1999,23.4,0.47,0.47,0.43,0.00,0.00,0.04,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/102c9665/Alexsandro-Ribeiro,102c9665,Big 5 combined
2162,Rodrigo Ribeiro,POR,"MF,FW",Nott'ham Forest,eng Premier League,19-002,2005,0.2,5.00,6.43,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/484a3eae/Rodrigo-Ribeiro,484a3eae,Big 5 combined
2163,Samuele Ricci,ITA,MF,Torino,it Serie A,22-253,2001,22.6,2.57,2.57,1.81,0.35,0.09,0.18,0.13,0.00,0.27,0.27,0.09,0.00,0.04,0.09,0.04,0.00,https://fbref.com/en/players/9823be92/Samuele-Ricci,9823be92,Big 5 combined
2164,Declan Rice,ENG,MF,Arsenal,eng Premier League,25-107,1999,32.8,2.80,2.80,1.98,0.46,0.09,0.15,0.00,0.12,0.34,0.34,0.15,0.15,0.00,0.03,0.00,0.00,https://fbref.com/en/players/1c7012b8/Declan-Rice,1c7012b8,Big 5 combined
2165,Chris Richards,USA,"DF,MF",Crystal Palace,eng Premier League,24-033,2000,20.3,0.64,0.64,0.44,0.00,0.00,0.10,0.00,0.10,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0a3d6d2b/Chris-Richards,0a3d6d2b,Big 5 combined
2166,Amir Richardson,MAR,MF,Reims,fr Ligue 1,22-097,2002,14.3,1.89,1.89,1.54,0.00,0.00,0.28,0.00,0.07,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2b7cdb79/Amir-Richardson,2b7cdb79,Big 5 combined
2167,Richarlison,BRA,FW,Tottenham,eng Premier League,26-356,1997,15.5,1.94,1.93,1.35,0.00,0.19,0.26,0.06,0.06,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fa031b34/Richarlison,fa031b34,Big 5 combined
2168,Marco Richter,GER,"MF,FW",Mainz 05,de Bundesliga,26-158,1997,7.9,3.54,3.53,1.77,0.63,0.25,0.63,0.25,0.00,0.13,0.13,0.00,0.13,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f972644c/Marco-Richter,f972644c,Big 5 combined
